,Palabra,Categoría Gramatical,Oxford3000,Oxford5000,A clash of kings,A game of thrones,Name of the wind,A storm of Swords
4476,review,verb,a2,a2,0,0,0,0
4477,revise,verb,b1,b1,0,0,0,0
4478,revision,noun,-1,b2,0,0,0,0
4479,revival,noun,-1,c1,0,0,0,0
4480,revive,verb,-1,c1,0,0,0,0
4481,revolution,noun,b2,b2,0,0,0,0
4482,revolutionary,adjective,-1,c1,0,0,0,0
4483,reward,noun,b2,b2,9,8,2,10
4484,reward,verb,b2,b2,0,0,0,0
4485,rhetoric,noun,-1,c1,0,0,13,0
4486,rhythm,noun,b2,b2,2,2,7,1
4487,rice,noun,a1,a1,0,0,0,1
4488,rich,adjective,a1,a1,40,29,17,25
4489,rid,verb,b2,b2,6,4,5,14
4490,ride,noun,a2,a2,98,133,14,113
4491,ride,verb,a1,a1,0,0,0,0
4492,ridiculous,adjective,-1,b2,0,0,13,2
4493,rifle,noun,-1,c1,0,0,0,0
4494,right,adjective,a1,a1,164,176,170,231
4495,right,adverb,a1,a1,0,0,0,0
4496,right,noun,a1,a1,0,0,0,0
4497,ring,noun,a2,a2,20,12,23,36
4498,ring,verb,a2,a2,0,0,0,0
4499,riot,noun,-1,c1,4,1,1,3
4500,rip,verb,-1,c1,4,6,0,14
4501,rise,noun,b1,b1,41,37,15,44
4502,rise,verb,a2,a2,0,0,0,0
4503,risk,noun,b1,b1,22,16,16,23
4504,risk,verb,b1,b1,0,0,0,0
4505,risky,adjective,-1,b2,0,0,4,0
4506,ritual,noun,-1,c1,0,0,5,2
4507,rival,adjective,-1,b2,2,2,2,2
4508,rival,noun,-1,b2,0,0,0,0
4509,river,noun,a1,a1,111,75,60,187
4510,road,noun,a1,a1,29,73,120,62
4511,rob,verb,-1,b2,4,2,2,7
4512,robbery,noun,-1,b2,0,0,2,0
4513,robot,noun,b1,b1,0,0,0,0
4514,robust,adjective,-1,c1,1,1,0,5
4515,rock,noun,a2,a2,101,98,29,150
4516,rock,verb,-1,c1,0,0,0,0
4517,rocket,noun,-1,b2,0,0,0,0
4518,rod,noun,-1,c1,0,0,12,1
4519,role,noun,a2,a2,2,2,1,2
4520,roll,noun,b1,b1,2,0,12,3
4521,roll,verb,b1,b1,0,0,0,0
4522,romance,noun,-1,b2,0,0,1,1
4523,romantic,adjective,b1,b1,0,0,3,1
4524,roof,noun,a2,a2,37,15,70,64
4525,room,noun,a1,a1,86,144,261,99
4526,root,noun,b2,b2,7,13,4,9
4527,rope,noun,b1,b1,26,8,20,28
4528,rose,noun,-1,b2,107,92,26,114
4529,rotate,verb,-1,c1,0,0,0,0
4530,rotation,noun,-1,c1,0,0,0,0
4531,rough,adjective,b1,b1,21,22,38,24
4532,roughly,adverb,-1,b2,2,7,20,5
4533,round,adjective,a2,a2,59,35,32,80
4534,round,adverb,a2,a2,0,0,0,0
4535,round,noun,b2,b2,0,0,0,0
4536,round,preposition,a2,a2,0,0,0,0
4537,route,noun,a2,a2,4,2,7,3
4538,routine,adjective,b2,b2,0,0,1,0
4539,routine,noun,a1,a1,0,0,0,0
4540,row,noun,b1,b1,13,6,9,17
4541,royal,adjective,b1,b1,24,31,9,48
4542,rub,verb,b2,b2,1,3,7,1
4543,rubber,adjective,b2,b2,0,0,1,0
4544,rubber,noun,b2,b2,0,0,0,0
4545,rubbish,noun,a2,a2,0,0,0,0
4546,rude,adjective,a2,a2,3,5,6,5
4547,rugby,noun,b1,b1,0,0,0,0
4548,ruin,noun,-1,b2,6,16,5,14
4549,ruin,verb,-1,b2,0,0,0,0
4550,rule,noun,a1,a1,26,29,5,26
4551,rule,verb,b1,b1,0,0,0,0
4552,ruling,noun,-1,c1,0,3,0,5
4553,rumour,noun,-1,c1,0,0,0,0
4554,run,noun,a2,a2,76,73,77,87
4555,run,verb,a1,a1,0,0,0,0
4556,runner,noun,a2,a2,1,0,1,0
4557,running,noun,a2,a2,49,54,56,81
4558,rural,adjective,b2,b2,0,0,3,0
4559,rush,noun,b2,b2,30,21,12,18
4560,rush,verb,b2,b2,0,0,0,0
4561,sack,verb,-1,c1,27,2,34,20
4562,sacred,adjective,-1,c1,3,13,0,7
4563,sacrifice,noun,-1,c1,1,2,1,5
4564,sacrifice,verb,-1,c1,0,0,0,0
4565,sad,adjective,a1,a1,38,34,9,44
4566,sadly,adverb,a2,a2,14,13,0,10
4567,safe,adjective,a2,a2,91,69,63,96
4568,safety,noun,b1,b1,13,9,18,11
4569,sail,noun,b1,b1,45,11,3,74
4570,sail,verb,a2,a2,0,0,0,0
4571,sailing,noun,a2,a2,8,2,0,13
4572,sailor,noun,b1,b1,3,2,6,3
4573,saint,noun,-1,c1,0,0,1,0
4574,sake,noun,-1,c1,10,15,10,15
4575,salad,noun,a1,a1,4,0,1,2
4576,salary,noun,a2,a2,0,0,0,0
4577,sale,noun,a2,a2,3,1,0,9
4578,salt,noun,a1,a1,60,14,23,50
4579,same,adjective,a1,a1,175,84,153,242
4580,same,adverb,a1,a1,0,0,0,0
4581,same,pronoun,a1,a1,0,0,0,0
4582,sample,noun,b1,b1,0,0,0,0
4583,sample,verb,b2,b2,0,0,0,0
4584,sanction,noun,-1,c1,0,0,0,0
4585,sand,noun,b1,b1,23,4,8,31
4586,sandwich,noun,a1,a1,0,0,0,0
4587,satellite,noun,b2,b2,0,0,0,0
4588,satisfaction,noun,-1,b2,2,3,11,4
4589,satisfied,adjective,b2,b2,3,1,8,8
4590,satisfy,verb,b2,b2,0,0,3,0
4591,saturday,noun,a1,a1,0,0,0,0
4592,sauce,noun,a2,a2,1,0,0,1
4593,save,verb,a2,a2,48,38,26,62
4594,saving,noun,b2,b2,4,4,7,2
4595,say,noun,-1,c1,325,281,211,474
4596,say,verb,a1,a1,0,0,0,0
4597,scale,noun,b2,b2,4,1,18,8
4598,scan,verb,b1,b1,0,0,0,0
4599,scandal,noun,-1,b2,1,1,0,0
4600,scare,noun,-1,b2,8,4,8,7
4601,scare,verb,-1,b2,0,0,0,0
4602,scared,adjective,a2,a2,28,20,10,34
4603,scary,adjective,a2,a2,5,4,0,2
4604,scattered,adjective,-1,c1,13,18,29,14
4605,scenario,noun,-1,b2,0,0,0,0
4606,scene,noun,a2,a2,1,6,8,4
4607,sceptical,adjective,-1,c1,0,0,0,0
4608,schedule,noun,a2,a2,0,0,6,0
4609,schedule,verb,b2,b2,0,0,0,0
4610,scheme,noun,b2,b2,6,1,0,4
4611,scholar,noun,-1,b2,1,0,0,3
4612,scholarship,noun,-1,b2,0,0,0,0
4613,school,noun,a1,a1,1,0,2,0
4614,science,noun,a1,a1,0,0,0,0
4615,scientific,adjective,b1,b1,0,0,1,0
4616,scientist,noun,a1,a1,0,0,0,0
4617,scope,noun,-1,c1,0,0,2,0
4618,score,noun,a2,a2,8,3,6,17
4619,score,verb,a2,a2,0,0,0,0
4620,scratch,noun,-1,b2,4,3,5,4
4621,scratch,verb,-1,b2,0,0,0,0
4622,scream,noun,b2,b2,29,24,6,41
4623,scream,verb,b2,b2,0,0,0,0
4624,screen,noun,a2,a2,2,6,0,2
4625,screen,verb,b2,b2,0,0,0,0
4626,screening,noun,-1,b2,0,0,0,0
4627,screw,noun,-1,c1,0,0,1,1
4628,screw,verb,-1,c1,0,0,0,0
4629,script,noun,b1,b1,2,1,2,1
4630,scrutiny,noun,-1,c1,0,0,0,0
4631,sculpture,noun,b1,b1,0,1,0,0
4632,sea,noun,a1,a1,183,76,15,122
4633,seal,noun,-1,c1,17,18,1,10
4634,seal,verb,-1,c1,0,0,0,0
4635,search,noun,a2,a2,16,12,13,15
4636,search,verb,a2,a2,0,0,0,0
4637,season,noun,a2,a2,6,2,7,2
4638,seat,noun,a2,a2,66,67,45,58
4639,seat,verb,b2,b2,0,0,0,0
4640,second,adverb,a2,a2,66,72,104,130
4641,second,determiner,a1,a1,0,0,0,0
4642,second,noun,a1,a1,0,0,0,0
4643,second,ordinal number,a1,a1,0,0,0,0
4644,secondary,adjective,b1,b1,0,0,1,1
4645,secondly,adverb,a2,a2,1,0,0,0
4646,secret,adjective,a2,a2,34,25,36,29
4647,secret,noun,a2,a2,0,0,0,0
4648,secretary,noun,a2,a2,0,0,0,0
4649,section,noun,a1,a1,1,1,7,3
4650,sector,noun,b2,b2,0,0,0,0
4651,secular,adjective,-1,c1,0,0,1,0
4652,secure,adjective,b2,b2,2,1,0,7
4653,secure,verb,b2,b2,0,0,0,0
4654,security,noun,b1,b1,0,0,1,0
4655,see,verb,a1,a1,559,499,330,654
4656,seed,noun,b1,b1,13,16,0,24
4657,seek,verb,b2,b2,24,11,8,14
4658,seeker,noun,-1,b2,0,0,0,0
4659,seem,linking verb,a2,a2,76,65,66,76
4660,seemingly,adverb,-1,c1,1,1,3,1
4661,segment,noun,-1,c1,0,0,0,0
4662,seize,verb,-1,c1,7,8,0,7
4663,seldom,adverb,-1,c1,20,17,8,24
4664,select,verb,b2,b2,1,0,0,0
4665,selection,noun,b2,b2,0,0,0,0
4666,selective,adjective,-1,c1,0,0,0,0
4667,self,noun,b2,b2,6,2,32,3
4668,sell,verb,a1,a1,8,9,28,8
4669,seminar,noun,-1,b2,0,0,0,0
4670,senator,noun,-1,c1,0,0,0,0
4671,send,verb,a1,a1,111,87,11,111
4672,senior,adjective,b2,b2,6,5,1,4
4673,sensation,noun,-1,c1,0,0,4,0
4674,sense,noun,a2,a2,44,38,53,48
4675,sense,verb,b2,b2,0,0,0,0
4676,sensible,adjective,b1,b1,0,1,9,2
4677,sensitive,adjective,b2,b2,0,1,0,0
4678,sensitivity,noun,-1,c1,0,0,1,0
4679,sentence,noun,a1,a1,1,7,2,1
4680,sentence,verb,b2,b2,0,0,0,0
4681,sentiment,noun,-1,c1,2,1,1,1
4682,separate,adjective,a2,a2,1,5,4,4
4683,separate,verb,b1,b1,0,0,0,0
4684,separation,noun,-1,c1,0,0,0,0
4685,september,noun,a1,a1,0,0,0,0
4686,sequence,noun,b2,b2,0,0,0,0
4687,serial,adjective,-1,c1,0,0,1,0
4688,series,noun,a2,a2,5,3,6,3
4689,serious,adjective,a2,a2,2,5,59,3
4690,seriously,adverb,b1,b1,0,3,33,0
4691,servant,noun,b1,b1,15,8,1,9
4692,serve,verb,a2,a2,67,28,9,80
4693,service,noun,a2,a2,53,24,6,46
4694,session,noun,b2,b2,4,3,0,1
4695,set,noun,b1,b1,107,77,173,126
4696,set,verb,b1,b1,0,0,0,0
4697,set-up,noun,-1,c1,0,0,0,0
4698,setting,noun,b1,b1,9,11,16,9
4699,settle,verb,b2,b2,8,6,24,5
4700,settlement,noun,-1,c1,0,0,0,0
4701,settler,noun,-1,b2,0,0,0,0
4702,seven,number,a1,a1,88,138,51,192
4703,seventeen,number,a1,a1,10,5,4,10
4704,seventy,number,a1,a1,1,2,18,22
4705,several,determiner,a2,a2,20,11,90,25
4706,several,pronoun,a2,a2,0,0,0,0
4707,severe,adjective,b2,b2,0,1,5,0
4708,severely,adverb,-1,b2,0,0,1,1
4709,sex,noun,b1,b1,4,3,2,3
4710,sexual,adjective,b1,b1,0,0,2,0
4711,sexuality,noun,-1,c1,0,0,0,0
4712,sexy,adjective,-1,b2,0,0,0,0
4713,shade,noun,b2,b2,21,10,3,13
4714,shadow,noun,b2,b2,92,92,40,92
4715,shake,noun,b1,b1,10,13,17,19
4716,shake,verb,a2,a2,0,0,0,0
4717,shall,modal verb,a2,a2,117,111,8,157
4718,shallow,adjective,b2,b2,7,5,10,15
4719,shame,noun,b2,b2,24,21,4,26
4720,shape,noun,a2,a2,25,16,26,36
4721,shape,verb,b2,b2,0,0,0,0
4722,shaped,adjective,-1,b2,15,11,16,19
4723,share,noun,b1,b1,24,19,17,29
4724,share,verb,a1,a1,0,0,0,0
4725,shareholder,noun,-1,c1,0,0,0,0
4726,sharp,adjective,b1,b1,59,51,63,80
4727,shatter,verb,-1,c1,6,3,1,3
4728,she,pronoun,a1,a1,2786,2869,1477,3566
4729,shed,verb,-1,c1,1,8,7,14
4730,sheep,noun,a1,a1,29,13,6,27
4731,sheer,adjective,-1,c1,4,1,9,9
4732,sheet,noun,a2,a2,11,2,19,8
4733,shelf,noun,b1,b1,3,2,15,1
4734,shell,noun,b1,b1,6,7,2,5
4735,shelter,noun,b2,b2,10,8,8,21
4736,shelter,verb,b2,b2,0,0,0,0
4737,shift,noun,b1,b1,14,6,5,10
4738,shift,verb,b2,b2,0,0,0,0
4739,shine,verb,b1,b1,4,6,6,5
4740,shiny,adjective,b1,b1,14,13,1,11
4741,ship,noun,a2,a2,66,30,3,65
4742,ship,verb,b2,b2,0,0,0,0
4743,shipping,noun,-1,c1,0,0,0,0
4744,shirt,noun,a1,a1,6,8,82,10
4745,shock,noun,b2,b2,10,6,11,6
4746,shock,verb,b2,b2,0,0,0,0
4747,shocked,adjective,b2,b2,6,14,7,13
4748,shocking,adjective,-1,b2,1,1,2,2
4749,shoe,noun,a1,a1,2,1,8,6
4750,shoot,noun,-1,c1,1,1,2,10
4751,shoot,verb,b1,b1,0,0,0,0
4752,shooting,noun,b2,b2,0,1,2,0
4753,shop,noun,a1,a1,3,5,35,2
4754,shop,verb,a1,a1,0,0,0,0
4755,shopping,noun,a1,a1,0,0,2,0
4756,shore,noun,-1,b2,45,10,3,40
4757,short,adjective,a1,a1,42,51,67,85
4758,short-term,adjective,-1,b2,0,0,0,0
4759,shortage,noun,-1,b2,0,2,0,0
4760,shortly,adverb,-1,b2,3,4,5,5
4761,shot,noun,b2,b2,9,16,5,13
4762,should,modal verb,a1,a1,302,225,141,424
4763,shoulder,noun,a2,a2,71,84,104,113
4764,shout,noun,a2,a2,38,26,9,47
4765,shout,verb,a2,a2,0,0,0,0
4766,show,noun,a1,a1,58,38,68,82
4767,show,verb,a1,a1,0,0,0,0
4768,shower,noun,a1,a1,0,3,0,2
4769,shrink,verb,-1,c1,1,1,0,2
4770,shrug,verb,-1,c1,12,19,14,15
4771,shut,adjective,a2,a2,30,23,18,38
4772,shut,verb,a2,a2,0,0,0,0
4773,shy,adjective,b1,b1,13,11,16,23
4774,sibling,noun,-1,b2,0,0,0,0
4775,sick,adjective,a1,a1,20,34,18,43
4776,side,noun,a2,a2,152,151,226,162
4777,sigh,noun,-1,c1,5,8,32,6
4778,sigh,verb,-1,c1,0,0,0,0
4779,sight,noun,b1,b1,69,56,49,84
4780,sign,noun,a2,a2,29,13,30,30
4781,sign,verb,a2,a2,0,0,0,0
4782,signal,noun,b1,b1,5,2,1,2
4783,signal,verb,b1,b1,0,0,0,0
4784,signature,noun,-1,b2,0,1,0,0
4785,significance,noun,-1,b2,1,0,4,0
4786,significant,adjective,b2,b2,1,0,11,1
4787,significantly,adverb,b2,b2,0,0,5,0
4788,silence,noun,b2,b2,42,66,119,52
4789,silent,adjective,b1,b1,52,57,42,38
4790,silk,noun,b2,b2,52,57,2,66
4791,silly,adjective,b1,b1,4,3,12,6
4792,silver,adjective,a2,a2,104,151,64,122
4793,silver,noun,a2,a2,0,0,0,0
4794,similar,adjective,a1,a1,3,1,14,4
4795,similarity,noun,b1,b1,0,0,5,0
4796,similarly,adverb,b1,b1,2,0,1,0
4797,simple,adjective,a2,a2,7,12,46,19
4798,simply,adverb,b1,b1,9,3,69,11
4799,simulate,verb,-1,c1,0,0,0,0
4800,simulation,noun,-1,c1,0,0,0,0
4801,simultaneously,adverb,-1,c1,0,0,0,2
4802,sin,noun,-1,c1,2,7,0,2
4803,since,adverb,b1,b1,85,72,95,109
4804,since,conjunction,a2,a2,0,0,0,0
4805,since,preposition,a2,a2,0,0,0,0
4806,sincere,adjective,b2,b2,1,2,2,2
4807,sing,verb,a1,a1,31,19,28,56
4808,singer,noun,a1,a1,27,36,3,72
4809,singing,noun,a2,a2,16,10,37,35
4810,single,adjective,a2,a2,35,20,31,37
4811,single,noun,a2,a2,0,0,0,0
4812,sink,verb,b1,b1,2,1,3,7
4813,sir,noun,a2,a2,0,0,93,0
4814,sister,noun,a1,a1,191,178,3,223
4815,sit,verb,a1,a1,53,56,33,49
4816,site,noun,a2,a2,0,0,0,0
4817,situated,adjective,-1,c1,1,2,0,0
4818,situation,noun,a1,a1,1,1,17,2
4819,six,number,a1,a1,41,45,82,92
4820,sixteen,number,a1,a1,18,14,7,25
4821,sixty,number,a1,a1,4,5,18,14
4822,size,noun,a2,a2,26,18,30,24
4823,sketch,noun,-1,c1,0,0,0,0
4824,ski,adjective,a2,a2,0,0,0,0
4825,ski,noun,a2,a2,0,0,0,0
4826,ski,verb,a2,a2,0,0,0,0
4827,skiing,noun,a2,a2,0,0,0,0
4828,skill,noun,a1,a1,5,1,11,12
4829,skilled,adjective,-1,b2,10,1,12,5
4830,skin,noun,a2,a2,76,99,35,113
4831,skip,verb,-1,c1,0,0,5,1
4832,skirt,noun,a1,a1,3,4,1,4
4833,skull,noun,-1,b2,12,6,2,12
4834,sky,noun,a2,a2,68,87,52,99
4835,slam,verb,-1,c1,2,2,0,1
4836,slap,verb,-1,c1,9,5,1,6
4837,slash,verb,-1,c1,6,7,0,12
4838,slave,noun,b2,b2,5,12,1,64
4839,slavery,noun,-1,c1,0,1,0,3
4840,sleep,noun,a2,a2,107,95,87,132
4841,sleep,verb,a1,a1,0,0,0,0
4842,slice,noun,b1,b1,3,2,7,11
4843,slice,verb,b1,b1,0,0,0,0
4844,slide,noun,b2,b2,1,3,11,6
4845,slide,verb,b2,b2,0,0,0,0
4846,slight,adjective,b2,b2,7,4,16,6
4847,slightly,adverb,b1,b1,6,3,79,3
4848,slip,verb,b2,b2,18,5,13,20
4849,slogan,noun,-1,b2,0,0,0,0
4850,slope,noun,b2,b2,11,6,0,16
4851,slope,verb,b2,b2,0,0,0,0
4852,slot,noun,-1,c1,1,0,8,0
4853,slow,adjective,a1,a1,45,36,67,57
4854,slow,verb,b1,b1,0,0,0,0
4855,slowly,adverb,a2,a2,40,51,130,59
4856,small,adjective,a1,a1,142,150,186,189
4857,smart,adjective,b1,b1,6,7,4,4
4858,smartphone,noun,a2,a2,0,0,0,0
4859,smash,verb,-1,c1,7,4,0,13
4860,smell,noun,a2,a2,83,33,52,65
4861,smell,verb,a2,a2,0,0,0,0
4862,smile,noun,a2,a2,102,143,192,134
4863,smile,verb,a2,a2,0,0,0,0
4864,smoke,noun,a2,a2,79,34,45,56
4865,smoke,verb,a2,a2,0,0,0,0
4866,smoking,noun,a2,a2,7,10,4,5
4867,smooth,adjective,b1,b1,15,15,39,34
4868,snake,noun,a1,a1,11,13,3,19
4869,snap,verb,-1,c1,5,9,11,11
4870,snow,noun,a1,a1,83,177,25,346
4871,snow,verb,a1,a1,0,0,0,0
4872,so,adverb,a1,a1,1085,881,601,1526
4873,so,conjunction,a1,a1,0,0,0,0
4874,so-called,adjective,-1,b2,0,0,0,0
4875,soak,verb,-1,c1,2,4,2,0
4876,soap,noun,a2,a2,6,1,6,0
4877,soar,verb,-1,c1,3,0,0,3
4878,soccer,noun,a2,a2,0,0,0,0
4879,social,adjective,a2,a2,0,0,3,0
4880,socialist,adjective,-1,c1,0,0,0,0
4881,society,noun,a2,a2,0,1,1,0
4882,sock,noun,a2,a2,0,0,5,1
4883,soft,adjective,a2,a2,87,92,37,121
4884,software,noun,b1,b1,0,0,0,0
4885,soil,noun,b1,b1,8,7,2,6
4886,solar,adjective,b2,b2,27,24,0,21
4887,soldier,noun,a2,a2,12,3,3,28
4888,sole,adjective,-1,c1,2,1,1,4
4889,solely,adverb,-1,c1,0,0,0,1
4890,solicitor,noun,-1,c1,0,0,0,0
4891,solid,adjective,b1,b1,8,11,25,12
4892,solid,noun,b1,b1,0,0,0,0
4893,solidarity,noun,-1,c1,0,0,0,0
4894,solo,adjective,-1,c1,0,0,1,0
4895,solo,noun,-1,c1,0,0,0,0
4896,solution,noun,a2,a2,0,2,1,0
4897,solve,verb,a2,a2,0,1,2,0
4898,some,determiner,a1,a1,452,297,424,644
4899,some,pronoun,a1,a1,0,0,0,0
4900,somebody,pronoun,a1,a1,2,2,1,0
4901,somehow,adverb,-1,b2,43,43,16,47
4902,someone,pronoun,a1,a1,89,67,152,126
4903,something,pronoun,a1,a1,139,121,338,205
4904,sometime,adverb,-1,b2,1,1,3,2
4905,sometimes,adverb,a1,a1,72,51,35,111
4906,somewhat,adverb,b2,b2,6,2,13,9
4907,somewhere,adverb,a2,a2,20,18,30,38
4908,somewhere,pronoun,a2,a2,0,0,0,0
4909,son,noun,a1,a1,301,285,39,434
4910,song,noun,a1,a1,64,32,98,109
4911,soon,adverb,a1,a1,123,95,73,191
4912,sophisticated,adjective,-1,b2,0,0,1,0
4913,sorry,adjective,a1,a1,37,34,64,56
4914,sorry,exclamation,a1,a1,0,0,0,0
4915,sort,noun,a2,a2,44,31,133,61
4916,sort,verb,b1,b1,0,0,0,0
4917,soul,noun,b2,b2,8,12,14,22
4918,sound,adjective,-1,c1,132,99,135,178
4919,sound,noun,a1,a1,0,0,0,0
4920,sound,verb,a1,a1,0,0,0,0
4921,soup,noun,a1,a1,19,2,6,14
4922,source,noun,a2,a2,3,1,12,4
4923,south,adjective,a1,a1,87,106,11,92
4924,south,adverb,a1,a1,0,0,0,0
4925,south,noun,a1,a1,0,0,0,0
4926,southern,adjective,b1,b1,4,2,1,4
4927,sovereignty,noun,-1,c1,0,0,0,0
4928,space,noun,a1,a1,4,3,17,9
4929,spam,noun,-1,c1,0,0,0,0
4930,span,noun,-1,c1,5,3,64,4
4931,span,verb,-1,c1,0,0,0,0
4932,spare,adjective,-1,b2,25,19,22,46
4933,spare,verb,-1,c1,0,0,0,0
4934,spark,verb,-1,c1,9,3,14,4
4935,speak,verb,a1,a1,101,79,56,133
4936,speaker,noun,a2,a2,1,1,2,4
4937,special,adjective,a1,a1,6,12,16,1
4938,specialist,adjective,b2,b2,0,0,0,0
4939,specialist,noun,b2,b2,0,0,0,0
4940,specialize,verb,-1,b2,0,0,0,0
4941,specialized,adjective,-1,c1,0,0,0,0
4942,species,noun,b2,b2,0,0,0,0
4943,specific,adjective,a2,a2,0,0,2,0
4944,specifically,adverb,b1,b1,0,0,1,0
4945,specification,noun,-1,c1,0,0,0,0
4946,specify,verb,-1,b2,0,0,0,0
4947,specimen,noun,-1,c1,0,0,0,0
4948,spectacle,noun,-1,c1,2,0,0,3
4949,spectacular,adjective,-1,b2,0,0,2,0
4950,spectator,noun,-1,b2,0,0,0,0
4951,spectrum,noun,-1,c1,0,0,0,0
4952,speculate,verb,-1,b2,0,0,0,0
4953,speculation,noun,-1,b2,0,0,2,0
4954,speech,noun,a2,a2,7,9,0,5
4955,speed,noun,a2,a2,8,4,7,10
4956,speed,verb,b2,b2,0,0,0,0
4957,spell,noun,-1,c1,1,5,3,2
4958,spell,verb,a1,a1,0,0,0,0
4959,spelling,noun,a1,a1,0,0,0,0
4960,spend,verb,a1,a1,6,13,21,5
4961,spending,noun,b1,b1,2,0,13,3
4962,sphere,noun,-1,c1,0,1,2,0
4963,spice,noun,-1,b2,6,2,2,3
4964,spicy,adjective,b1,b1,0,2,0,0
4965,spider,noun,a2,a2,9,10,3,10
4966,spill,verb,-1,b2,6,3,6,6
4967,spin,noun,-1,c1,1,1,7,4
4968,spin,verb,-1,c1,0,0,0,0
4969,spine,noun,-1,c1,7,3,4,5
4970,spirit,noun,b1,b1,4,5,3,2
4971,spiritual,adjective,b2,b2,0,0,0,0
4972,spite,noun,-1,b2,1,0,13,5
4973,split,noun,b2,b2,21,13,3,13
4974,split,verb,b2,b2,0,0,0,0
4975,spoil,verb,-1,b2,3,3,3,2
4976,spoken,adjective,b1,b1,19,19,17,22
4977,spokesman,noun,-1,b2,0,0,0,0
4978,spokesperson,noun,-1,b2,0,0,0,0
4979,spokeswoman,noun,-1,b2,0,0,0,0
4980,sponsor,noun,b2,b2,0,0,6,0
4981,sponsor,verb,b2,b2,0,0,0,0
4982,sponsorship,noun,-1,b2,0,0,0,0
4983,spoon,noun,a2,a2,15,1,13,17
4984,sport,noun,a1,a1,1,3,1,2
4985,sporting,adjective,-1,b2,0,0,1,0
4986,spot,noun,b1,b1,6,10,17,19
4987,spot,verb,b2,b2,0,0,0,0
4988,spotlight,noun,-1,c1,0,0,0,0
4989,spouse,noun,-1,c1,0,0,0,0
4990,spread,noun,b2,b2,41,30,38,38
4991,spread,verb,b1,b1,0,0,0,0
4992,spring,noun,a1,a1,5,7,21,19
4993,spring,verb,b2,b2,0,0,0,0
4994,spy,noun,-1,c1,5,1,2,6
4995,spy,verb,-1,c1,0,0,0,0
4996,squad,noun,-1,c1,0,2,0,0
4997,square,adjective,a2,a2,50,18,21,33
4998,square,noun,a2,a2,0,0,0,0
4999,squeeze,verb,-1,c1,12,2,5,12
5000,stab,verb,-1,c1,9,1,2,10
5001,stability,noun,-1,c1,0,0,1,0
5002,stabilize,verb,-1,c1,0,0,0,0
5003,stable,adjective,b2,b2,9,15,1,17
5004,stadium,noun,b1,b1,0,0,0,0
5005,staff,noun,b1,b1,22,4,0,19
5006,stage,noun,a2,a2,1,2,53,0
5007,stage,verb,b2,b2,0,0,0,0
5008,stair,noun,a2,a2,19,17,0,33
5009,stake,noun,-1,c1,4,7,0,2
5010,stall,noun,-1,b2,1,3,1,2
5011,stamp,noun,a2,a2,0,1,0,0
5012,stance,noun,-1,b2,3,2,0,1
5013,stand,noun,b2,b2,40,53,39,104
5014,stand,verb,a1,a1,0,0,0,0
5015,standard,adjective,b1,b1,15,7,0,7
5016,standard,noun,b1,b1,0,0,0,0
5017,standing,adjective,-1,c1,27,51,55,69
5018,star,noun,a1,a1,9,9,4,16
5019,star,verb,a2,a2,0,0,0,0
5020,stare,verb,b2,b2,12,11,12,15
5021,stark,adjective,-1,c1,287,393,1,247
5022,start,noun,a2,a2,21,23,33,36
5023,start,verb,a1,a1,0,0,0,0
5024,starve,verb,-1,b2,7,5,0,8
5025,state,adjective,b1,b1,1,2,13,6
5026,state,noun,a2,a2,0,0,0,0
5027,state,verb,b1,b1,0,0,0,0
5028,statement,noun,a1,a1,0,0,3,0
5029,station,noun,a1,a1,3,0,1,1
5030,statistic,noun,b1,b1,0,0,0,0
5031,statistical,adjective,-1,c1,0,0,0,0
5032,statue,noun,b1,b1,2,8,4,2
5033,status,noun,b2,b2,0,0,0,1
5034,stay,noun,a2,a2,62,52,44,75
5035,stay,verb,a1,a1,0,0,0,0
5036,steadily,adverb,-1,b2,0,2,5,1
5037,steady,adjective,b2,b2,12,12,12,23
5038,steal,verb,a2,a2,20,14,18,44
5039,steam,noun,-1,b2,7,7,3,8
5040,steel,noun,b2,b2,145,179,15,146
5041,steep,adjective,b2,b2,16,13,1,13
5042,steer,verb,-1,c1,4,0,2,1
5043,stem,noun,-1,c1,1,1,7,4
5044,stem,verb,-1,c1,0,0,0,0
5045,step,noun,a2,a2,34,57,76,90
5046,step,verb,b2,b2,0,0,0,0
5047,stereotype,noun,-1,c1,0,0,0,0
5048,stick,noun,b1,b1,31,39,31,32
5049,stick,verb,b1,b1,0,0,0,0
5050,sticky,adjective,b2,b2,10,6,11,2
5051,stiff,adjective,b2,b2,21,17,11,35
5052,still,adjective,b1,b1,303,255,337,432
5053,still,adverb,a1,a1,0,0,0,0
5054,stimulate,verb,-1,b2,0,0,0,0
5055,stimulus,noun,-1,c1,0,0,0,0
5056,stir,verb,-1,c1,5,8,5,4
5057,stock,noun,b2,b2,4,4,0,2
5058,stomach,noun,a2,a2,12,29,38,28
5059,stone,noun,a2,a2,202,206,219,237
5060,stop,noun,a1,a1,60,60,51,81
5061,stop,verb,a1,a1,0,0,0,0
5062,storage,noun,-1,c1,0,0,0,0
5063,store,noun,a2,a2,3,0,5,1
5064,store,verb,b1,b1,0,0,0,0
5065,storm,noun,a2,a2,135,37,22,103
5066,story,noun,a1,a1,17,29,183,25
5067,straight,adjective,a2,a2,24,21,37,26
